,created_at,favorite_count,favorited,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,possibly_sensitive,retweet_count,retweeted,source,text,truncated,name,screen_name,location,description
20,2018-06-25 21:42:14,0,False,1011363965644001280,549529801,,,,,,True,en,0.0,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","This is why we WILL MARCH JUNE 30
And

Vote
Vote
Vote

Ever damn election 

Must
Vote
#FamiliesBelongTogether https://t.co/CaMJKFbXEl",False,Watching @SenatorBaldwin get re-elected,GaylaAnnette,United States,"If not US, who?
If not now? When?

#Resist
#metoo

Traitors in our midst, our JOB? Vote them out.
join@tonythedemocrat.org and help get the vote out 
#GOTV"
21,2018-06-25 21:42:12,0,False,1011363959813955585,938533034659168256,,,,,,False,en,0.0,0,False,"<a href=""http://resist.bot"" rel=""nofollow"">RB Open Letters</a>","Here’s an open letter from Megan in Miami, FL to @RosLehtinen #FamiliesBelongTogether https://t.co/aGawFwKe4f",False,Resistbot Open Letters,openletterbot,United States,Real letters delivered to Congress and state governors. Send “resist” as a direct message to @resistbot to write your own. 👊🤖
22,2018-06-25 21:42:05,2,False,1011363929245696001,4502608393,laureldavilacpa,1.011355585663529e+18,1.011355585663529e+18,21705181.0,21705181.0,False,en,,1,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@laureldavilacpa @cherokeesher2 @BarackObama But how will this help families #reunify with their kids already taken… https://t.co/04JIzRBGLO,True,Liz,LizCKB,Proud American,"Liberal Dem, proud of it! Hate Trump & spineless GOP! Opinions are mine, #TheResistance #SensibleGunControls #BlueWave #IgnoranceCanBeFixed but #StupidCant"
23,2018-06-25 21:42:04,0,False,1011363925726810113,404990301,realDonaldTrump,,,25073877.0,25073877.0,True,und,0.0,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@realDonaldTrump #Resign @SenateMajLdr @SpeakerRyan #FamiliesBelongTogether #RememberPuertoRico https://t.co/zt3V5aCKc5,False,Karen Rosar,klrosar,,
24,2018-06-25 21:42:04,0,False,1011363923914903553,133423736,,,,,,False,en,0.0,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",I just signed @domesticworkers petition demanding that Trump stop separating immigrant kids from their parents. Sig… https://t.co/PH469U4z8S,True,Ana Reza,urezaa,"El Paso, TX",
25,2018-06-25 21:42:02,0,False,1011363917304684544,917556702073032705,Shainwalking,1.0113636752849551e+18,1.0113636752849551e+18,9.175567020730327e+17,9.175567020730327e+17,False,und,,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@TheGreatMoomzie @SenFeinstein #FamiliesBelongTogether #StopSeparatingFamilies #WhereAreTheGirls #WhereAreTheBabies #ImpeachTrump,False,Silly,Shainwalking,Crazy town,This is nonsense! Feel like I am living in some type of backwards alternate reality. ALL Human rights matter MORE than corporate profits or govt. slave trade!
26,2018-06-25 21:41:55,0,False,1011363886728179712,48205970,,,,,,True,en,0.0,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MSM is part of the problem.  Your right!    We need to treat them like the criminals that they are.
#ShunAndShame… https://t.co/z0voGL0i2f",True,Genevieve,genevieveisgg,,🐘🌟 RULE OF LAW or AUTOCRATIC RULE 🌊#PaperBallots = LET FREEDOM RING #GunControl #StopBigMoney End Citizen's United. 🌟🌎 🐶#Climate
27,2018-06-25 21:41:39,0,False,1011363818474233856,3586552879,,,,,,False,en,0.0,0,False,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","Join us June 30th to send a message to Donald Trump, Republicans and Democrats in Congress: Families Belong Togethe… https://t.co/Qgwe3c7v6k",True,Progressives Kane Co,kaneprogressive,"Kane County, IL",We are the Progressives of Kane County. We plan to get as many progressives into office. #ElginIL #AuroraIL #BataviaIL
28,2018-06-25 21:41:37,0,False,1011363810450419713,828053121968529411,PressSec,,,8.189271318833562e+17,8.189271318833562e+17,True,und,0.0,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@PressSec #RedHen #FamiliesBelongTogether https://t.co/xkG11pE0CT,False,Mattie Gage,BlueSkyDays17,,An average folk. I love my country. Good pie is worth celebrating. Ka-ron-ien-ha-wi.  #Impeachtrump #TheResistance  #ViveLaResistance!
29,2018-06-25 21:41:22,0,False,1011363746814611462,404990301,realDonaldTrump,,,25073877.0,25073877.0,True,und,0.0,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@realDonaldTrump #Resign @SenateMajLdr @SpeakerRyan #FamiliesBelongTogether #RememberPuertoRico https://t.co/nQAzhsCHoe,False,Karen Rosar,klrosar,,
30,2018-06-25 21:40:54,0,False,1011363632922284033,28820629,arneduncan,1.010934486933164e+18,1.010934486933164e+18,4662969794.0,4662969794.0,False,en,,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@arneduncan They're not being denied a meal. They can eat elsewhere or in the comfort of their own homes. All freed… https://t.co/4MYY7DF4SQ,True,Angela Rynan Durrell,Rowaenthe,"Los Angeles, CA",You will be too much for some people.  Those aren't your people. ;) Publicist/Writer/Irish/Aspiring Fire Dancer/Eater/Geek/Chocolate Lover.
31,2018-06-25 21:40:53,1,False,1011363628224778241,938533034659168256,,,,,,False,en,0.0,0,False,"<a href=""http://resist.bot"" rel=""nofollow"">RB Open Letters</a>","Here’s an open letter from Judith in Pasadena, CA to @RepJudyChu #FamiliesBelongTogether https://t.co/UiJ7Xj4WvV",False,Resistbot Open Letters,openletterbot,United States,Real letters delivered to Congress and state governors. Send “resist” as a direct message to @resistbot to write your own. 👊🤖
32,2018-06-25 21:40:25,1,False,1011363508854972416,404990301,realDonaldTrump,,,25073877.0,25073877.0,True,und,0.0,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@realDonaldTrump #Resign @SenateMajLdr @SpeakerRyan #FamiliesBelongTogether #RememberPuertoRico https://t.co/tAOugbvQSs,False,Karen Rosar,klrosar,,
33,2018-06-25 21:40:24,0,False,1011363505977643008,66803143,,,,,,False,en,0.0,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Trump is STILL holding 2,300 kids as hostages in his sick political game! Donate to help get these kids lawyers and… https://t.co/dceCyzGuLl",True,Morch,Morchdr,,"Likes plants, mushrooms, spiders and freedom."
34,2018-06-25 21:40:22,0,False,1011363496510959616,240945036,,,,,,True,und,0.0,0,False,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",#FamiliesBelongTogether https://t.co/rUNWh8v44V,False,TwoGoneCoastal 🌊,TwoGoneCoastal,Oregon Coast,Grandma who never wants my Grandkids to ask “Why didn’t you do something”? #FamiliesBelongTogether #TheBlueInitiative #RebelScum #TheResistance #Basta
